year,date,median,low,high
2020,2020-05-26,3,0,133
2020,2020-05-27,3,0,86
2020,2020-05-28,3,0,99
year,date,median,low,high
2020,2020-05-29,3,0,93
2020,2020-05-30,3,0,91
2020,2020-05-31,3,0,94
2020,2020-06-01,3,0,110
2020,2020-06-02,3,0,100
2020,2020-06-03,3,0,97
2020,2020-06-04,3,0,105
year,date,median,low,high
2020,2020-06-05,3,0,100
2020,2020-06-06,3,0,110
2020,2020-06-07,3,0,106
2020,2020-06-08,3,0,110
2020,2020-06-09,4,0,97
2020,2020-06-10,4,0,108
2020,2020-06-11,3,0,94
year,date,median,low,high
2020,2020-06-12,4,0,117
2020,2020-06-13,3,0,97
2020,2020-06-14,3,0,92
2020,2020-06-15,3,0,103
2020,2020-06-16,3,0,109
2020,2020-06-17,3,0,104
2020,2020-06-18,4,0,98
year,date,median,low,high
2020,2020-06-19,3,0,98
2020,2020-06-20,3,0,122
2020,2020-06-21,2,0,111
2020,2020-06-22,3,0,106
2020,2020-06-23,4,0,97
2020,2020-06-24,4,0,94
2020,2020-06-25,4,0,116
year,date,median,low,high
2020,2020-06-26,4,0,99
2020,2020-06-27,3,0,111
2020,2020-06-28,3,0,122
2020,2020-06-29,3,0,112
2020,2020-06-30,4,0,108
2020,2020-07-01,3,0,95
2020,2020-07-02,4,0,111
2020,2020-07-03,4,0,162
year,date,median,low,high
2020,2020-07-04,2,0,120
2020,2020-07-05,2,0,78
2020,2020-07-06,3,0,92
2020,2020-07-07,3,0,90
2020,2020-07-08,3,0,94
2020,2020-07-09,4,0,108
2020,2020-07-10,3,0,83
year,date,median,low,high
2020,2020-07-11,3,0,132
2020,2020-07-12,2,0,104
2020,2020-07-13,4,0,121
2020,2020-07-14,4,0,102
2020,2020-07-15,3,0,93
2020,2020-07-16,4,0,89
2020,2020-07-17,4,0,97
year,date,median,low,high
2020,2020-07-18,3,0,111
2020,2020-07-19,2,0,122
2020,2020-07-20,3,0,94
2020,2020-07-21,4,0,93
2020,2020-07-22,3,0,92
2020,2020-07-23,4,0,106
2020,2020-07-24,4,0,103
year,date,median,low,high
2020,2020-07-25,3,0,112
2020,2020-07-26,2,0,108
2020,2020-07-27,4,0,104
2020,2020-07-28,4,0,96
2020,2020-07-29,4,0,103
2020,2020-07-30,4,0,108
2020,2020-07-31,4,0,105
year,date,median,low,high
2020,2020-08-01,3,0,111
2020,2020-08-02,3,0,122
2020,2020-08-03,4,0,117
2020,2020-08-04,3,0,93
2020,2020-08-05,4,0,98
2020,2020-08-06,4,0,103
2020,2020-08-07,4,0,106
year,date,median,low,high
2020,2020-08-08,3,0,127
2020,2020-08-09,2,0,106
2020,2020-08-10,3,0,107
2020,2020-08-11,4,0,105
2020,2020-08-12,3,0,103
2020,2020-08-13,3,0,96
2020,2020-08-14,4,0,115
year,date,median,low,high
2020,2020-08-15,3,0,112
2020,2020-08-16,2,0,112
2020,2020-08-17,3,0,97
2020,2020-08-18,4,0,94
2020,2020-08-19,3,0,102
2020,2020-08-20,4,0,113
2020,2020-08-21,4,0,109
2020,2020-08-22,3,0,114
year,date,median,low,high
2020,2020-08-23,2,0,118
2020,2020-08-24,3,0,110
2020,2020-08-25,3,0,96
2020,2020-08-26,3,0,85
2020,2020-08-27,3,0,89
2020,2020-08-28,3,0,89
2020,2020-08-29,3,0,101
year,date,median,low,high
2020,2020-08-30,2,0,107
2020,2020-08-31,3,0,92
2020,2020-09-01,4,0,95
2020,2020-09-02,3,0,114
2020,2020-09-03,4,0,103
2020,2020-09-04,4,0,125
2020,2020-09-05,3,0,123
year,date,median,low,high
2020,2020-09-06,3,0,116
2020,2020-09-07,3,0,109
2020,2020-09-08,4,0,111
2020,2020-09-09,4,0,97
2020,2020-09-10,4,0,99
2020,2020-09-11,4,0,98
2020,2020-09-12,3,0,112
year,date,median,low,high
2020,2020-09-13,3,0,117
2020,2020-09-14,4,0,96
2020,2020-09-15,3,0,99
2020,2020-09-16,4,0,109
2020,2020-09-17,4,0,107
2020,2020-09-18,3,0,107
2020,2020-09-19,3,0,112
year,date,median,low,high
2020,2020-09-20,2,0,106
2020,2020-09-21,3,0,99
2020,2020-09-22,3,0,120
2020,2020-09-23,4,0,179
2020,2020-09-24,4,0,157
2020,2020-09-25,4,0,160
2020,2020-09-26,3,0,114
year,date,median,low,high
2020,2020-09-27,3,0,122
2020,2020-09-28,3,0,171
2020,2020-09-29,3,0,134
2020,2020-09-30,3,0,195
2020,2020-10-01,3,0,154
2020,2020-10-02,3,0,153
2020,2020-10-03,3,0,110
year,date,median,low,high
2020,2020-10-04,2,0,114
2020,2020-10-05,3,0,205
2020,2020-10-06,3,0,118
2020,2020-10-07,3,0,204
2020,2020-10-08,4,0,172
2020,2020-10-09,4,0,139
2020,2020-10-10,3,0,116
2020,2020-10-11,2,0,101
year,date,median,low,high
2020,2020-10-12,3,0,110
2020,2020-10-13,3,0,159
2020,2020-10-14,3,0,163
2020,2020-10-15,3,0,153
2020,2020-10-16,3,0,128
2020,2020-10-17,3,0,134
2020,2020-10-18,3,0,247
year,date,median,low,high
2020,2020-10-19,3,0,108
2020,2020-10-20,3,0,169
2020,2020-10-21,3,0,171
2020,2020-10-22,3,0,155
2020,2020-10-23,4,0,143
2020,2020-10-24,3,0,115
2020,2020-10-25,3,0,118
year,date,median,low,high
2020,2020-10-26,3,0,151
2020,2020-10-27,4,0,141
2020,2020-10-28,3,0,171
2020,2020-10-29,3,0,148
2020,2020-10-30,3,0,146
2020,2020-10-31,3,0,139
2020,2020-11-01,3,0,114
year,date,median,low,high
2020,2020-11-02,3,0,217
2020,2020-11-03,3,0,164
2020,2020-11-04,3,0,176
2020,2020-11-05,3,0,231
2020,2020-11-06,3,0,140
2020,2020-11-07,3,0,108
2020,2020-11-08,2,0,122
year,date,median,low,high
2020,2020-11-09,3,0,130
2020,2020-11-10,3,0,171
2020,2020-11-11,3,0,99
2020,2020-11-12,3,0,96
2020,2020-11-13,3,0,98
2020,2020-11-14,3,0,112
2020,2020-11-15,2,0,125
year,date,median,low,high
2020,2020-11-16,3,0,120
2020,2020-11-17,3,0,140
2020,2020-11-18,3,0,110
2020,2020-11-19,3,0,91
2020,2020-11-20,3,0,101
2020,2020-11-21,3,0,117
2020,2020-11-22,2,0,128
year,date,median,low,high
2020,2020-11-23,3,0,130
2020,2020-11-24,3,0,144
2020,2020-11-25,3,0,125
2020,2020-11-26,2,0,101
2020,2020-11-27,2,0,78
2020,2020-11-28,2,0,90
2020,2020-11-29,2,0,123
